ts,scenario,label,n_packets,total_bytes,cache_misses,instructions,branch_misses
1785726735.899532,benign,0,132,14850,1364116.0,516638104.0,1322668.0
1785726736.921419,benign,0,124,14244,971601.0,444408189.0,1102738.0
1785726737.9436471,benign,0,116,13636,2331072.0,468209890.0,1490191.0
1785726738.9661171,benign,0,124,14246,965021.0,400050129.0,1115364.0
1785726739.9884548,benign,0,140,15458,990899.0,391617525.0,1129848.0
1785726741.0110254,benign,0,116,13640,1027092.0,475075547.0,1121786.0
1785726742.033464,benign,0,124,14242,951661.0,383717657.0,1071599.0
1785726743.05557,benign,0,124,14246,964725.0,411217535.0,1090797.0
1785726744.077792,benign,0,124,14232,3157752.0,566466970.0,2326927.0
1785726745.1003838,benign,0,132,14852,2276167.0,495093001.0,1818576.0
1785726746.1230114,benign,0,132,14748,1011097.0,391953804.0,1139569.0
1785726747.1454642,benign,0,130,14684,967168.0,384689480.0,1089611.0
1785726748.1792014,benign,0,142,18890,1127731.0,423649951.0,1188327.0
1785726749.206073,benign,0,130,15446,1324606.0,588195365.0,1451015.0
